artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[問卦]得癌症癌末為什麼不能安樂死...,2017/04/22,16:19:21,https://www.ptt.cc/bbs/Gossiping/M.1492907124.A.9B6.html,ADIE2,Gossiping,78,50,3,"無法治療 旁邊家屬也無能為力

各種急救也只是痛苦的續命 根本沒什麼意義

旁邊家屬痛苦 病人本身也痛苦

最後一段路走的這麼煎熬到底...

病人沒崩潰 家屬也要崩潰了

台灣什麼時候才要開放無法治療時可安樂死
"
[問卦]零安樂死上路，「撿到狗」數量爆增？,2017/04/24,05:12:18,https://www.ptt.cc/bbs/Gossiping/M.1493039901.A.518.html,patentstm,Gossiping,29,14,3,"電視說，
零安樂死政策3月開始實施 ，
民眾「撿到狗」佔收容數量的3成，
官員好奇是不是真的能「撿到」這麼多狗？

未來考慮「撿貓狗到收容所」要收費....

大家覺得貓狗收容政策怎麼做比較好？
"
[新聞]剩兩隻...黃石公園白狼重傷只好安樂死,2017/04/24,17:47:32,https://www.ptt.cc/bbs/Gossiping/M.1493085215.A.8A9.html,stw0975,Gossiping,62,34,9,"新聞雲
剩兩隻...黃石公園白狼重傷只好安樂死
美國第一國家公園「黃石公園（Yellowstone National Park）」
擁有數百種動物
官方粉絲團上11日公布令人不捨的消息
登山客在蒙大拿州的區域附近發現一隻母狼身受重傷已經奄奄一息
服務處處長表示，當時無奈之下只好將其安樂死，失去牠，園區內僅存兩隻了。

白狼，又稱北極狼（學名：Canis lupus arctos）
體型比灰狼小，成狼連同尾巴，長約1至1.5公尺
一隻成熟的公狼最重可達175磅（約79.3公斤）。
紀錄上有隻被人類豢養白狼壽命有到18年
但一般而言，野生白狼壽命約7到10年。
主要棲地分布在北極，包括加拿大北部和格陵蘭北部。
據統計，現時全球僅約有一萬隻，黃石公園裡面只有少數三隻。

黃石公園服務處處長懷特(P.J. White)表示
登山客在園區北部發現牠時，已經休克瀕死
工作人員到達現場確定牠已無法救活，也不知道牠重傷的真正原因
無奈之下只好安樂死。
由於這隻母狼是黃石國家公園裡面所知的三隻白狼之一
也是園區內最有名、最受歡迎的動物
當局為了調查正確死因，會將牠解剖檢驗。
https://goo.gl/Kq33dk
白狼…
"
[問卦]安樂死在台灣以後會成為趨勢嗎?,2017/04/27,20:19:08,https://www.ptt.cc/bbs/Gossiping/M.1493353512.A.F31.html,richshen,Gossiping,16,10,0,"今天有個新聞寫說退休金只夠退休後吃七年...

這該怎麼解讀??


現在各國在安樂死這塊似乎不普及

不過在以後人類的壽命越來越長

生活也越來越痛苦的情況下

在二十年、三十年後

這個議題是不是會越來越被重視


不然人活著越來越沒尊嚴


如果立法以後可以給當事者自由決定是否安樂死

然後規定選擇了安樂死就不能再領任合的保險及賠償

會不會成為以後的趨勢啊?


大家贊成嗎???
"
[問卦]何時才會安樂死?,2017/04/28,04:49:19,https://www.ptt.cc/bbs/Gossiping/M.1493384121.A.6EF.html,wayne1027,Gossiping,8,4,0,"年輕人越來越少

老人越來越多

現在靠外勞照顧老人

可是到我這一輩22K的請不起外勞

等父母不能自理的時候怎辦?

老人應該都死一死比較好

安樂死有搞頭嗎?
"
[問卦]有沒有動物零安樂死其實是惡法的卦?,2017/04/28,15:02:30,https://www.ptt.cc/bbs/Gossiping/M.1493420915.A.753.html,trousersnake,Gossiping,7,1,1,"最近有新聞說 動物零安樂死的政策推動之後


流浪狗收容所的退養率大幅提高


看來之前同情心氾濫收容流浪狗的飼主都紛紛恢復理智


知道自己再也不用為對自己沒有益處的善良付出代價了


流浪貓狗造成的環境問題恐怕也只會越來越嚴重


似乎很多人都弄不清楚


以為流浪狗是原來就屬於大自然的野生動物


但其實流浪狗其實根本就不是野生動物,


而是野化的家庭寵物,不管牠們在野外繁殖多少代


永遠,都只會是不合理且應當被消滅的存在 !


有政府究竟為何會推動動物零安樂死這個惡法的八卦嗎?


都沒人反對這個惡法嗎?


還是大家都覺得只有棄養動物的飼主有錯


被棄養的動物一點錯也沒有  所以應當被自然環境和都市環境所包容?







"
[問卦]哪時安樂死要通過?,2017/05/10,04:38:35,https://www.ptt.cc/bbs/Gossiping/M.1494420278.A.A45.html,april7777,Gossiping,11,7,0,"到了我50歲時安樂死會合法化嗎？

合法化之後台灣會少很多人嗎？

還是9.2繼續插管???


"
[問卦]末期病人的安寧緩和鎮靜與安樂死,2017/05/15,00:38:21,https://www.ptt.cc/bbs/Gossiping/M.1494837863.A.FE0.html,or0706555,Gossiping,14,8,3,"死亡是每個人必經之路

每個人都有選擇自己人生最後路途的方式

安樂死在台灣目前是不被允許的

最接近安樂死的可能就屬於緩和鎮靜了

緩和鎮靜適用於難治性症狀的緩解如呼吸困難等等

是使用鎮靜藥物讓患者失去意識或處於半睡半醒之間的狀態

可以讓末期患者更佳舒服的走過人生最後一段路

如果可以選擇的話我想我會在最後的時間使用緩和鎮靜可以更舒服的走

大家的想法呢？
"
[問卦]安樂死法案待何時？,2017/05/21,03:34:41,https://www.ptt.cc/bbs/Gossiping/M.1495366843.A.124.html,aza0290,Gossiping,14,3,0,"未來少子化越來越嚴重

年輕的經濟負擔越來越大

政府長照人力不夠

那為何不通過安樂死法案呢？

安樂死法案遲遲不通過的八卦？
"
Re:[問卦]安樂死法案待何時？,2017/05/21,04:15:31,https://www.ptt.cc/bbs/Gossiping/M.1495369293.A.F95.html,Qoo2222,Gossiping,12,1,2,"應該遲早會通過啦
跟未來比 現在老人的問題還不大
目前就算是獨居老人 也有一些政府或慈善團體援助的資源

等到未來
青壯人口剩不到一半 老人卻多一倍
醫療崩潰 社福崩潰 各種基金破產
不想安樂死 就等著在孤獨死 等屍體發臭才有人善後

現在的老人相對過得爽
（有子孫 有外勞 有社工 有健保）
安樂死的興趣不高
但之後狀況絕對會改變

日本目前這種孤獨死案例急速增加中
台灣遲早步入後塵
而且可預見的未來沒有專緩的跡象

至於長照只是笑話
最多只是壓榨年輕人來照顧四五年紀
之後的世代等著吃屎比較快

荷蘭安樂死開放沒多久
已經有4%的人以此方式結束生命
人數一直是增加的 這趨勢很難擋
"
Re:[問卦]安樂死法案待何時？,2017/05/21,17:12:54,https://www.ptt.cc/bbs/Gossiping/M.1495415936.A.66E.html,wwfrock14,Gossiping,9,4,0,"不知道要等到什麼時候
會有人出來寫計畫連署推行安樂死法案通過
抱歉小弟能力不足 辦不到這種事
還是現在已經有連署計畫了？

最近家裡老人家過的很痛苦
癌細胞移轉到其他地方
全身都在痛
一直嚷嚷的說想趕快死一死

家裡已經有人無業 專職去照顧老人家
精神跟身體健康都受到很大的影響
還少了收入

這陣子家人打算分攤費用請外籍看護
照顧老人家到上天堂為止
也是一筆開銷
畢竟我們經濟能力也不是特別好的
就是還過的去那樣

大家真的都累了 老人家也過的痛苦
"
[問卦]台灣該開放安樂死跟大麻了吧,2017/05/24,03:17:18,https://www.ptt.cc/bbs/Gossiping/M.1495625001.A.483.html,sxdcfv1024,Gossiping,205,131,12,"As title
今天大髮棺市縣反同婚違憲
聽說是亞洲第一個開放甲甲J婚的
既然臺灣這麼愛搞什麼第一什麼第一的
連機車環保法規也是全球最嚴格的
那要不要也開放安樂死跟大麻呢
看到我家樓下一堆有點失智失智的獨居老人都覺得他們滿孤單的
我在我家樓下看過一個阿嬤
問飲料店員工有沒有小杯的
員工說沒有
她幾分鐘後回來又問一樣的問題
然後又走了 這次更屌
直接在車來車往的馬路開無雙走過去
啊不對 這種龜速應該是覺醒無雙
完全無視車流
這種不安樂死有天她也會被車撞死
然後菸一直漲一直漲
菸捐去哪也流向不明
一直漲的結果就是私菸跟走私大麻崛起
開放大麻也是勢在必行了
是唄"
[問卦]如果有機會讓你安樂死你想選何時,2017/05/24,03:35:42,https://www.ptt.cc/bbs/Gossiping/M.1495626104.A.604.html,dragon0502,Gossiping,41,26,1,"如果人生中有一次機會讓你安樂死
你會選擇在何時？
我大概會選擇在今晚熟睡時
每天作牛作馬
等小孩長大
繼續活在台灣作牛作馬
在台灣活著的唯一真實目標
原來就是
生奴隸養大奴隸繼續當政客富商的奴隸
就算月收四五萬也是萬萬稅
繳完帳單基本都沒了
活著已經沒什麼生存鬥志
原動力是什麼已經不太清楚了"
[問卦]安樂死無條件合法化好不好？,2017/05/24,08:06:25,https://www.ptt.cc/bbs/Gossiping/M.1495642348.A.30A.html,chungrew,Gossiping,37,21,1,"安樂死

顧名思義就是安樂的死去

日前有報導  荷蘭允許一個罹患精神疾病的20歲女生安樂死

也就是說

有些人可能得癌症  或其他不治之症

或單純就是真的不想活了   或真的活得不耐煩了

想尋求安樂死

比如說憂鬱症想自殺的人，就不需要自殺了，可合法申請安樂死

合法化之後

當然還是會有一個經過批准的程序  像荷蘭那樣  將社會成本壓低

大家覺得開放安樂死，好不好？
"
[問卦]安樂死跟同志婚姻修法哪個優先?,2017/05/25,08:10:22,https://www.ptt.cc/bbs/Gossiping/M.1495728985.A.0D2.html,aubyKDDI,Gossiping,14,7,0,"如題
安樂死跟同志婚姻，這兩個議題說到底就是三個字: 要尊嚴。

但面對的社會正反意見也很複雜

在現在改革事務繁多的情況下

各位希望哪個先通過修法呢？
"
[問卦]台灣安樂死有在推動嗎,2017/06/05,00:35:16,https://www.ptt.cc/bbs/Gossiping/M.1496652079.A.3E9.html,RLAPH,Gossiping,28,18,2,"魯魯剛剛看到一篇去年的新聞
是說有資深主播因為病痛纏身上書給蔡總統說希望推行安樂死
然後有人分析至少還要三年才行
不過這法案到底有沒有在前進啊 感覺都沒消息
有人可以介紹一下相關的協會之類的嗎
"
[問卦]同性戀可以結婚但窮人不能安樂死的八卦？,2017/06/06,22:44:24,https://www.ptt.cc/bbs/Gossiping/M.1496818228.A.3E3.html,AlanRikkin,Gossiping,45,7,15,"如題
我相信不少提出專法或是修改民法讓同性戀結婚的歐美「人權大國(笑)」
應該有一部份也通過了安樂死的相關法案

鬼島某些團體在女權、LGBT甚至是廢死議題都很喜歡拿歐美國家來說嘴
為何在安樂死議題上噤若寒蟬、毫無作為？

題外話，亞洲先進大國之一的日本也沒有開放同婚
一堆好的不先學(例如日本國道通行費機制)，到底鬼島政府在想什麼？

而且也有一部份開放同婚的國家同意了近親結婚
這次大法官釋憲是否也將近親婚姻除違法化了呢？
"
[問卦]流浪漢安樂死合法後會不會.....,2017/06/06,22:55:54,https://www.ptt.cc/bbs/Gossiping/M.1496818916.A.78F.html,syensyens,Gossiping,24,7,8,"如果讓流浪漢安樂死合法執行...
合法補捉流浪漢...關7天沒家人來就執行!
是不是就不會有流浪漢問題了吧?
通過法案後隔天就全跑回家了??
"
[問卦]安樂死,2017/06/09,01:17:32,https://www.ptt.cc/bbs/Gossiping/M.1497000214.A.D41.html,j9966330k,Gossiping,9,6,0,"為什麼臺灣遲遲不合法安樂死R
明明很多情況
活著比死痛苦很多
尤其那些先天缺陷的
他們也許根本不想被生下來
所以臺灣到底在堅持什麼R
有卦否?
"
[問卦]如果給你個機會安樂死轉生到異世界,2017/06/17,08:20:28,https://www.ptt.cc/bbs/Gossiping/M.1497716790.A.D09.html,dragon0502,Gossiping,18,9,2,"如果給你一個機會讓你安樂死
等等你睡著就這樣死了

死後有兩個選項
一、死了就不要再醒過來了　（我活得夠累了）
二、帶著現在的知識轉生到有魔法的中世紀異世界去

你會選擇

轉
或
死
？
是否有專板
本板並非萬能問板
兩則
本看板嚴格禁止政治問卦
一行文
未滿20字視同鬧板"
[問卦]有關安樂死的八卦,2017/06/19,01:26:38,https://www.ptt.cc/bbs/Gossiping/M.1497864763.A.59C.html,Adinger,Gossiping,11,4,0,"前陣子傅達仁跟瓊瑤都提出安樂死的議題

        台灣也正式進入老人社會，但安樂死不只是死法，

        是否也有一些制度上面可以考慮的...

        在假定未來醫藥進步，人類壽命可以自由延長前提下...

        死亡只是一種資源的管制策略...回到楢山節考那種定義...
類似幾歲可以安樂死，或者倒過來說不要被安樂死...

        一般人沒有特殊狀況就是70-85之間自行決定...但85一到就一律被送行..

        有拿到特殊成就就可以晚個五年到十年...
政府相對要提供打針前最後一年的特殊照顧...

        類似套裝旅遊行程、人生online登出結局自選編輯模式(VR設備)

        人生跑馬燈免費製作、專業治喪及尊嚴園區的規劃(生前專人討論安排)

        生命紀念臉書(Whatever)頁面等等...腦波聲紋DNA資料複製保存

        讓被送行者感到尊嚴尊重...


        大家覺得呢？
"
[問卦]如果推安樂死會有什麼人出來反對?,2017/06/19,22:31:40,https://www.ptt.cc/bbs/Gossiping/M.1497940663.A.6F8.html,holiybo,Gossiping,32,21,1,"看了很多只剩下一口氣躺著不能走的
或者勉強能走但全身病天天跑醫院的
或者阿茲海默症末期根本跟喪屍一樣活著的

推安樂死合法化送一些想走的人一路好走
這不是一種功德嗎??

如果真的推安樂死會有什麼人還是團體跳出來森七七喊世界末日?
會比同婚還更不可能推嗎?
還是未來長照開始走，結果發現錢不夠用，就會自然推安樂死了?
有掛嗎?o'_'o?

"
[問卦]同婚都過了那安樂死？,2017/06/22,03:02:57,https://www.ptt.cc/bbs/Gossiping/M.1498129740.A.5C2.html,aya16810,Gossiping,71,35,6,"現在台灣因為大法官釋字成為亞洲首個承認同婚的國家

讓各種團體開心/崩潰外

能確定的是台灣對新議題的開放度領先大部分國家

那麼安樂死這種爭議性問題
未來是不是可以更廣泛的被討論？

甚至形成實質上讓某些特殊案例解脫的制度
"
[問卦]同性可以結婚了那為什麼安樂死不能過阿?,2017/06/22,04:11:38,https://www.ptt.cc/bbs/Gossiping/M.1498133860.A.5FE.html,nothanks,Gossiping,15,7,2,"尊重自己的選擇 同性結婚OK

那重病厭世等等 想要提早解脫 也是自己想要的選擇之一

同性可以結婚了 那為什麼安樂死不能過阿? 有卦嗎?
"
[問卦]台灣人去瑞士安樂死，家屬可以跨海提告？,2017/06/22,04:32:00,https://www.ptt.cc/bbs/Gossiping/M.1498135084.A.7A6.html,fragmentwing,Gossiping,14,5,2,"假如有位老人依照自己意願，在意識清醒下自己搭乘飛機前往瑞士進行安樂死
那家屬可以向台灣的司法機關要求引渡瑞士負責安樂死的人來台受審嗎？（先不考慮對方會不會真的來的可能性）
"
Re:[問卦]認真問：為何安樂死在台灣不重視？,2017/06/22,16:07:21,https://www.ptt.cc/bbs/Gossiping/M.1498176803.A.D51.html,say29217074,Gossiping,13,7,2,"全世界近200個國家

允許安樂死的只有不到10個

左派最愛的北歐一個都沒有

台灣的典範母國日本也沒有

你覺得這是台灣的問題還是議題本身的爭議性？

有沒有鄉民愛拿例外當規則的八卦？
"
Re:[問卦]認真問：為何安樂死在台灣不重視？,2017/06/22,16:19:53,https://www.ptt.cc/bbs/Gossiping/M.1498177555.A.233.html,fdfdfdfd51,Gossiping,7,1,1,"開放安樂死還得了

上面有一篇說到 醫生會失業

你可以想像流浪醫師的亂象嗎？

掌握生死大權的醫生 現在變得要流浪 那他們會投入什麼工作?

一定不是去炸雞排啦 看美劇就知道

就是幫黑道老大開刀之類的 那犯罪就難控管了

還有年輕人覺得活的痛苦也會安樂死

沒有便宜的奴才 社會也玩不下去

總之安樂死開放的國家 其實都是幸福國家

先保證它們國民不會想集體自殺再開放
"
[問卦]臺灣安樂死收費多少合理?,2017/06/24,21:57:30,https://www.ptt.cc/bbs/Gossiping/M.1498370612.A.1CB.html,unique681,Gossiping,20,9,2,"基本是用藥安樂死

死前住院 死完後續也是要處理

大家多少錢可以接受安樂死這個""療程""?
"
[問卦]強制安排下流老人進行安樂死？,2017/06/25,01:04:11,https://www.ptt.cc/bbs/Gossiping/M.1498381814.A.F21.html,Refauth,Gossiping,11,5,2,"剛剛看到 續˙下流老人 這種書的消息，覺得有夠會炮的。

突然想到，如果日本政府協助下流老人的家屬把下流老人強制安排安樂死的課程，

會不會重振日本社會，讓日本人口正常化？

有這方面的八卦嗎？
"
[問卦]通過安樂死台灣會少掉多少人,2017/06/26,00:28:55,https://www.ptt.cc/bbs/Gossiping/M.1498466098.A.947.html,spidina,Gossiping,20,8,0,"如果台灣通過安樂死

台灣會減少多少人

安樂死感覺就是Z>B

至少不會再有跳樓壓死賣肉粽的鳥事發生

有沒有這方面的八卦?
"
[新聞]安樂死上路6個月　加州111病患選擇「解脫,2017/06/27,19:02:24,https://www.ptt.cc/bbs/Gossiping/M.1498619306.A.0C5.html,pitalvlu,Gossiping,78,58,1,"1.媒體來源:

蘋果日報


2.完整新聞標題:

安樂死上路6個月　加州111病患選擇「解脫」


3.完整新聞內文:

 2017/06/28 10:57

美國加州日前開放病重患者安樂死，在合法化之後的6個月內，統計共有111名安寧病患選
擇終結生命。當地KTLA電視台報導，加州在2016年6月通過《
》（The E
nd of Life Option Act），
根據官方，
全加州共有191人從醫生手中拿到安樂死處方藥，
但並非所有人最後都靠服藥
離世。
根據2016年6月至12月的數據
同時期該州每萬人有37人選擇安樂死。
（林孝儒／綜合外電報導）


4.完整新聞連結 (或短網址):
https://goo.gl/aeR6Mg
5.備註:
"
Re:[新聞]安樂死上路6個月　加州111病患選擇「解脫,2017/06/27,20:28:51,https://www.ptt.cc/bbs/Gossiping/M.1498624494.A.6DF.html,meblessme,Gossiping,40,8,1,"安樂死自由化好處實在太多了

個人層面：
       減少生命中不必要的病痛
       減少退休經濟壓力，不用賺退休金
       維護死前尊嚴，不必勉強他人照顧
       省去一般自殺所產生各種問題與痛苦
       更方便生涯規畫

家庭層面；
       減少照顧長期病患產生的各種負擔

社會層面：
       減少失業率
       減少資源消耗與浪費
       減少治安問題
       減少其他謀殺手段產生的社會問題及痛苦
       減輕社會福利制度的經濟壓力
"
Re:[新聞]安樂死上路6個月　加州111病患選擇「解脫,2017/06/27,20:34:58,https://www.ptt.cc/bbs/Gossiping/M.1498624860.A.779.html,bill1478963,Gossiping,7,2,0,"請問一下安樂死的機制是什麼？

將什麼藥打入血管才會讓人平靜的死去啊？

話說台灣10年內不可能通過的
"
[問卦]安樂死有很硬的團體或人在反對嗎?,2017/07/04,08:18:41,https://www.ptt.cc/bbs/Gossiping/M.1499185483.A.855.html,ptt987654321,Gossiping,30,8,1,"如題

不管是網路

還是現實

我觀察到的

風向9成9幾乎都是支持安樂死

那為啥還不推?

是有很硬的人或團體在擋嗎?

"
[問卦]反對安樂死合法化的都在想什麼？,2017/07/06,18:39:45,https://www.ptt.cc/bbs/Gossiping/M.1499395548.A.B43.html,shengchiu303,Gossiping,11,7,0,"各位30cm、F cup大家早，

如題，

推動安樂死合法化，可以讓人們在病危決定自己的生命，擁有最後的尊嚴，而不是絕望的
躺在病床上忍受病痛折磨，苟延殘喘。

安樂死合法化不僅是社會進步的象徵，更能減輕醫療負擔、減輕家屬在精神層面的壓力，

我們都擁有生存的權利，但是卻有某些人想要剝奪我們擺脫痛苦的自由，

有沒有反對安樂死合法化的人都在想什麼的八卦？
"
[問卦]安樂死沒人推的原因？,2017/07/08,07:24:49,https://www.ptt.cc/bbs/Gossiping/M.1499527852.A.A99.html,Birthday5566,Gossiping,16,5,0,"各位肥宅安安，宵夜買了嗎？


最近好像很流行推動什麼長照，說蛇摸老人要活得有尊嚴，

那為什麼安樂死－讓人死得有尊嚴的配套，就沒蛇摸人推動呢？


是因為死人不會投票，而老人會的關係ㄇ？



"
Re:[問卦]安樂死沒人推的原因？,2017/07/08,08:48:45,https://www.ptt.cc/bbs/Gossiping/M.1499532887.A.4D4.html,Ruth,Gossiping,16,5,0,"有哦～很多人在推安樂死入法，希望臨終時，能走得有尊嚴
不是所有人都不在意，只有肥宅們不注意，所以後來沒有推成

有機會的話，還是希望再推一次
當初推動的網址：
http://goo.gl/C3Wvyy
下面有衛福部的回應，有興趣的可以去看看
好好研究一下，看看要怎麼攻防，才能求得自主離世的時間

其實，大部份安樂死的國家，核可安樂死都非常非常嚴謹
並不是隨隨便便就接受讓人死的，而且核可的過程非常冗長
真的不用擔心這項資源被 濫/爛 用說～
"
[問卦]前瞻納入免費安樂死可否救台灣？,2017/07/10,22:33:03,https://www.ptt.cc/bbs/Gossiping/M.1499755145.A.6BF.html,zcliu026,Gossiping,18,4,1,"各位午安 早上看到台灣少子化的新聞 相當為國家感到憂心

可想而知 照目前狀況下去 未來鬼島年輕人的負擔會非常重

對經濟發展也相當不利 要解決這樣的問題 除非解決當前低薪 高房價的問題

但是與其期待鬼島政府解決 不如相信戈巴契夫頭髮最長

所以是否可以從人口成分去解決 也就是在不漲稅的前提下

由政府出錢 提供大家免費安樂死的機會 未來只要混不下去的

年輕魯蛇 跟沒人養的老魯蛇 就自己鼻子摸一摸到各地區衛生所

打一針安樂死 減輕大家負擔 最好再多拍廣告 找藝人代言

國中小辦徵文比賽 推廣混不下去就去安樂死的好處

如此根據達爾文進化論 若干年後台灣留下的就是具有

強大生存競爭能力的溫拿！肥宅我左思右想這似乎是鬼島目前唯一解？

"
[問卦]哪國安樂死，便宜，好過的？,2017/07/13,01:01:05,https://www.ptt.cc/bbs/Gossiping/M.1499936827.A.587.html,nokia6541,Gossiping,68,32,2,"魯蛇我七年級，對人生失去意義，對未來充滿絕望，
希望有對安樂死有研究的大大能提供大概要準備多少錢，去哪國比較好申請過,謝謝大大。
"
[新聞]讓貓兒免被安樂死美收容所幫它們找工作,2017/07/13,07:01:38,https://www.ptt.cc/bbs/Gossiping/M.1499958468.A.639.html,a78615,Gossiping,11,6,1,"1.媒體來源:
大紀元

2.完整新聞標題:
讓貓兒免被安樂死 美收容所幫它們找工作

3.完整新聞內文:
http://i.epochtimes.com/assets/uploads/2017/07/GettyImages-476302028-600x400.jpg
美國的動物收容所如果在一定期限內，無法為貓兒、狗兒找到主人，通常會被迫讓它們安
樂死。(MARK RALSTON/AFP/Getty Images)

【大紀元2017年07月13日訊】（大紀元記者吳英編譯報導）美國的動物收容所如果在一定
期限內，無法為貓兒、狗兒找到主人，通常會被迫讓它們安樂死。為了讓它們免於一死，
一些收容所找到了解決辦法：幫無主貓們找工作。

《今日美國》報導，位於美國加州的「洛杉磯分銷公司」（Los Angeles Distributing
Company），過去對倉庫內猖獗橫行的老鼠無計可施，但自從聘請鼠類剋星「貓咪」守護
這間倉庫後，食物不會被偷吃，管理人員可以高枕無憂了。

這家公司找來的守衛，原本有好幾隻，但剛開始有些很懶，有一隻甚至還不告而別，最盡
忠職守的是「黑貓」，它不負使命，保護倉庫內的食物免受老鼠的襲擊。

「黑貓」來自努力推行不實施安樂死的動物收容所。為了保護貓科動物生命，全美很多收
容所開始和企業與個人合作，不把貓兒當作是寵物，而是為它們找工作。

為貓兒在「洛杉磯分銷公司」找到倉庫守衛工作的米迪那（Richard Medina），是通過「
最佳朋友動物協會」（Best Friends Animal Society）的洛杉磯收容所，找到工作貓的
。

總部位於猶他州卡納布市（Kanab）的「最佳朋友動物協會」努力終止不必要的寵物安樂
死，其首席執行官卡索爾（Gregory Castle）說：「我們的願望是讓美國不再發生這樣的
事情。」

「最佳朋友動物協會」去年開始推動這個活動，到目前為止，總共讓75隻貓免於安樂死。

全美各地的動物保護組織都在推行類似的活動，例如位於明尼蘇達州聖保羅市（St. Paul
）的「動物人道協會」（Animal Humane Society），自2015年1月開始實施，迄今已救了
336隻貓。

據「美國防止虐待動物協會」（American Society for the Prevention of Cruelty to
Animals）的統計，每年約有86萬隻貓難逃安樂死，很多城市的收容所沒有足夠的空間容
納被棄養的貓。＃

責任編輯：李緣

4.完整新聞連結 (或短網址):
http://www.epochtimes.com/b5/17/7/12/n9383479.htm"
[問卦]台灣開私人安樂死診所是不是很賺,2017/07/14,00:26:31,https://www.ptt.cc/bbs/Gossiping/M.1500021154.A.645.html,fdfdfdfd51,Gossiping,15,9,0,"剛才看了美劇Mary kills people

裡面的醫生主角收錢專門幫別人安樂死

然後被FBI還是警察追捕 還跟警察幹了一炮

台灣開這種是不是很賺阿

還是有人已經偷偷在做了

感覺沒啥成本 就只需要戊巴比妥鈉

然後不靠健保直接收現金 超爽der

有八卦嗎
"
[新聞]志工送狗狗給動物收容所，隔天全遭安樂死,2017/07/15,08:14:50,https://www.ptt.cc/bbs/Gossiping/M.1500135653.A.4D1.html,t81511270,Gossiping,23,10,2,"https://goo.gl/3DfotX
蘋果新聞 2017年07月15日19:30

今年2月動物零安樂死政策上路，但動保志工范先生今向《蘋果》投訴，前晚將餵食近1個
月的7隻幼犬送到派出所轉交北市動保處內湖收容所，動保警察昨下午2時左右將7隻健康
的幼犬送到內收，不料約2小時後內收就在網站公告7隻幼犬全遭安樂死。范說，據內收志
工透露，幼犬感染腸病毒，依內收作業方式，只要整窩的其中一隻遭驗出帶有病毒，即全
數安樂死。

范先生說，這7隻幼狗自出生後，由動保志工照養了29天，送到內收時每隻都很健康，豈
料2小時就遭安樂死。范說，若狗真的生病，以往動保處還會採取隔離觀察措施，他質疑
現在因收容的狗狗太多，就找理由撲殺減量，他將赴士林地方法院控告動保處「毀損」及
瀆職，並聲請保全犬屍以供檢驗。

獸醫師楊靜宇說，他未見過幼犬，但依動保處所拍7隻幼犬照片判斷，犬隻「完全不像」
生病。楊說，若幼犬感染腸病毒，病毒有三天到一周的潛伏期，發病的犬隻則會出現沒有
食慾、嘔吐，兩、三天後會拉血便，若病毒攻擊心臟，就會造成犬隻死亡。犬小病毒也是
腸病毒的一種。至於遭安樂死的狗狗是否感染犬小病毒，需要保全犬屍抽血檢驗才知。

動保處長嚴一峯說，這7隻幼犬感染「法定傳染病」犬小病毒。
動保處動物救援組陳文德宣稱，7月13日晚上7時26分接獲派出所通報，救援隊員於當晚7
時50分趕抵派出所接狗。因當時收容所人員已下班，何時送進收容所沒記錄。但 7月14日
中午獸醫師為這窩幼犬編號、健檢，發現牠們得到腸炎，他接獲line通報，因是重要的傳
染病，由他下令立即予以人道處理，以減輕狗兒痛苦，並避免傳染。是否如志工指控的2
小時就遭安樂死，陳文德則未說明清楚。

但7隻幼犬究竟出現何病徵，必須立即以安樂死處理？陳文德表示，牠們精神狀況不好，
例如嗜睡，不吃不喝，就是開始發病。不過，為了釐清病因，該所已將犬屍冰存，將送到
台灣大學獸醫系釐清病因。（生活中心／台北報導）

備註:

開戰囉

不自己養  丟給收容所  很有愛心
"
[問卦]晚期墮胎合法，為何嬰兒安樂死不合法?,2017/07/24,03:28:04,https://www.ptt.cc/bbs/Gossiping/M.1500896046.A.0CB.html,csi9507121,Gossiping,29,7,1,"如題，小弟剛剛發現美國俄勒岡州擬通過超激進墮胎法
讓懷孕36周的媽媽也能選擇人工流產，並獲得州政府補助
可是與20周以前的胎兒不同
36周大的嬰兒由於心肺功能已健全
就算脫離母體(早產)，還是有很大的機會能存活
像小弟的妹妹就是8個月大出生早產兒
現在20多年過去了，也是頭好壯壯的妹子一隻

如果這條法律能通過
那出生一兩個月的嬰兒，跟9個月大就出生的新生兒
在本質上其實沒有多大差別
那同樣的邏輯，如果媽媽因故無法撫養
理論上應該也有權把嬰兒安樂死
並獲得政府相關補助才對啊?

請問各位晚期墮胎合法，為何嬰兒安樂死卻不合法?
"
[問卦]要減少愛滋是不是可以推安樂死,2017/07/24,08:34:29,https://www.ptt.cc/bbs/Gossiping/M.1500914431.A.891.html,ro134360,Gossiping,9,1,2,"如果愛滋一直不去死的話

感染率>死亡率

愛滋會越來越多

所以只要推行安樂死，來強迫他們安樂死

是不是就能減少愛滋了

也可以讓對人生沒有目標，為什麼我不能自殺

反正像我這樣的廢物，到底為什麼要活著

我真的很討厭自己，為麼我是我自己

如果我消失了，也沒人會在意吧

可是我又很怕死的人

可以有個管道在臺灣安樂死吧

有卦嗎？
"
[問卦]人類老到一定年紀就安樂死有沒有搞頭,2017/07/26,20:06:06,https://www.ptt.cc/bbs/Gossiping/M.1501128728.A.87B.html,stuj9019,Gossiping,13,1,2,"餓死抬頭 在這個高齡化的社會 年輕人的負擔是一天比一天重

所以如果規定老到一定年紀就必須強迫安樂死以解決年輕人負擔過重的問題 有沒有搞頭
？
"
